;id;track_name;size_bytes;currency;price;rating_count_tot;rating_count_ver;user_rating;user_rating_ver;ver;cont_rating;prime_genre;sup_devices.num;ipadSc_urls.num;lang.num;vpp_lic;KPI;Moyenne rating;Moyenne dl;Moyenne prix;;
3290;891528055;MTN;252547072;USD;0,99;466;97;3;3;1.2;4+;Games;40;4;1;1;0,0010013;;;;178,485369;0,327798386
3292;891596226;华尔街见闻（专业版）-全球财经新闻精选;71386112;USD;0,99;11;0;3,5;0;4.0.2;4+;News;37;5;2;1;5,41779E-05;;;;33,1493836;0,060880701
3294;891700302;BCM Surfing Game - World Surf Tour;188578816;USD;2,99;81;7;4;5;3.4;4+;Games;38;5;1;1;0,000214813;;;;144,9287426;0,26616976
3295;891755554;Sago Mini Toolbox;146458624;USD;2,99;65;6;3,5;4;1.7;4+;Education;38;5;1;1;0,000179348;;;;113,9784384;0,209327791
3296;892092770;Zombie Highway 2;154164224;USD;0;14593;2800;4,5;4.5;1.4.3;12+;Games;38;5;1;1;0,030472718;;;;1017,514327;1,8687221
3297;892279069;Star Walk 2 Night Sky Map: Watch Stars and Planets;239720448;USD;2,99;3751;91;4,5;4.5;2.3.8;4+;Education;37;5;12;1;0,007873152;;;;1104,383398;2,028262019
3298;892311054;360手机浏览器-安全上网看新闻、安心搜索、极速抢票;59220992;USD;0;11;0;2,5;0;4.0.4;17+;Utilities;37;0;2;1;4,38096E-05;;;;16,58348027;0,030456491
3299;892320294;Tactile Wars;592302080;USD;0;7674;459;3,5;4.5;1.6.2;9+;Games;38;5;1;1;0,01603432;;;;574,1889551;1,054530203
3300;892393815;Awesome Voice Recorder Pro - Mp3 Audio Recording;30080000;USD;4,99;162;54;4,5;4.5;6.1;4+;Business;37;3;4;1;0,000398396;;;;287,8272554;0,528610889
3301;892510181;Reflex Student;102887424;USD;0;1010;323;4;3.5;1.7.1;4+;Education;24;5;3;1;0,002134154;;;;237,7322404;0,436608586
3302;892521757;Premium Music Search;2158592;USD;4,99;311;81;2,5;2;1.3.5;4+;Utilities;38;2;15;1;0,000700891;;;;226,332596;0,4156725
3303;892521917;Solitaire TriPeaks: Classic Card Game;149481472;USD;0;32215;442;4,5;4.5;3.8.1;4+;Games;38;5;1;1;0,067235246;;;;1511,782;2,776472389
3304;892812659;80 Days;197683200;USD;4,99;1732;81;4,5;4.5;1.25;12+;Games;39;5;1;1;0,003673687;;;;938,5067392;1,723620236
3305;892955084;Mafia Mystery;24090624;USD;0;465;24;4;4.5;2.1.2;4+;Games;37;3;1;1;0,00099719;;;;161,4007185;0,296421467
3309;893141226;Pumped BMX 2;98525184;USD;2,99;1440;1440;5;5;1.0;4+;Games;38;5;1;1;0,003054094;;;;763,0555333;1,401394262
3310;893194736;Kitty Powers' Matchmaker;198530048;USD;2,99;2552;171;4,5;5;1.29.1;12+;Games;37;5;1;1;0,005371831;;;;910,990529;1,673085174
3311;893372761;Deer Hunter 2017;253903872;USD;0;14461;422;4;4;4.1.0;17+;Games;38;5;13;1;0,030195257;;;;899,1386863;1,6513186
3312;893393414;Juice Jam;131652608;USD;0;21733;82;4,5;4.5;2.1.11;4+;Games;37;5;19;1;0,045367988;;;;1241,718619;2,280485851
3313;893448956;Tiny Guardians;457842688;USD;3,99;1246;221;4,5;4.5;1.1.1;9+;Games;40;5;1;1;0,002653549;;;;720,0155712;1,322348958
3314;893525571;Weather & Radar Pro Ad-Free;87799808;USD;2,99;6;1;4;5;4.3.2;4+;Weather;37;3;21;1;5,83502E-05;;;;42,34446187;0,077767978
3315;893677228;Plants vs. Zombies FREE HD;175163392;USD;0;3185;193;4,5;4.5;1.19;9+;Games;24;5;5;1;0,006673665;;;;475,4186863;0,873133068
3316;893918621;ATOK -日本語入力キーボード;87218176;USD;12,99;0;0;0;0;1.5.3;4+;Utilities;37;5;1;1;9,1729E-05;;;;4,267757586;0,007837976
3317;893927401;Toca Nature;156082176;USD;2,99;845;105;4;4;1.0.2;4+;Education;39;5;18;1;0,001808649;;;;465,5140353;0,854942621
3318;893938765;Dentist Mania: Doctor X Crazy Clinic;95283200;USD;0;349;59;3,5;4;1.7;4+;Games;38;5;11;1;0,000753108;;;;122,6167115;0,225192464
3319;893998740;Toast Girl;37017600;USD;0;50;6;4,5;4.5;1.0.4;9+;Games;38;4;16;1;0,000133515;;;;60,15039033;0,110469564
3320;894022200;The Guides;45310976;USD;2,99;397;232;4,5;5;1.3;4+;Games;40;5;1;1;0,00087613;;;;359,6913472;0,660593322
3321;894225691;花火撮影 notepad Lite;73746432;USD;0;0;0;0;0;2.4.7;4+;Photo & Video;38;0;1;1;1,04309E-05;;;;1;0,001836556
3322;894342370;Plantera - Idle Farm Clicker;98745344;USD;0;802;115;4,5;5;1.4;4+;Games;38;5;12;1;0,001702317;;;;238,67731;0,438344259
3324;894918913;Wildlife Simulator: Wolf;97669120;USD;0,99;1030;911;4,5;4.5;2.0;9+;Games;43;5;1;1;0,00218416;;;;394,8679513;0,725197128
3325;894930703;Peel Smart Remote: TV guide & Universal Remote;70322176;USD;0;756;135;2,5;2;2.6.8;4+;Utilities;37;0;16;1;0,001598008;;;;131,7143203;0,241900733
3327;894991908;My Very Hungry Caterpillar;142159872;USD;3,99;73;0;4,5;0;1.0.12;4+;Education;37;5;13;1;0,000206468;;;;175,3979535;0,322128174
3328;895361200;SmartFit - Wristband;17241088;USD;0;105;57;2,5;3;2.3.4;4+;Health & Fitness;40;0;1;1;0,00023991;;;;49,28763596;0,090519506
3329;895425891;Record by Under Armour, connects with UA HealthBox;226079744;USD;0;7754;425;4,5;4.5;3.17;12+;Health & Fitness;37;0;8;1;0,016205386;;;;741,7272983;1,362223762
3330;895506023;Youmiam;93457408;USD;0;9;0;4;0;4.14.3;12+;Food & Drink;37;5;5;1;4,58958E-05;;;;23,64354023;0,043422687
3331;895670960;阴阳师-全区互通现世集结;1040563200;USD;0;3478;68;4,5;3;1.0.20;9+;Games;37;5;1;1;0,007284914;;;;496,7988436;0,912398925
3332;895682747;京东金融-【618周年庆】新人领千元好礼;145532928;USD;0;33;1;3;5;4.1.0;17+;Finance;37;0;2;1;9,17916E-05;;;;32,984845;0,060578517
3334;895700579;大富豪 Online;187623424;USD;0;0;0;0;0;1.2.299;4+;Games;40;5;1;1;1,04309E-05;;;;1;0,001836556
3335;895761422;LINE Bubble 2;119820288;USD;0;436;3;4,5;4.5;1.13.1;4+;Games;38;5;5;1;0,000938778;;;;176,0735337;0,323368915
3336;895875773;Halo: Spartan Assault;716275712;USD;2,99;920;582;3,5;3;1.1.1;12+;Games;37;5;0;1;0,001963026;;;;425,7753846;0,781960362
3337;895913573;Papa's Wingeria HD;51105792;USD;2,99;407;75;4,5;4.5;1.0.4;4+;Games;24;5;1;1;0,000896991;;;;364,1820498;0,668840749
3338;896112560;MARVEL Contest of Champions;868048896;USD;0;233599;299;4,5;4.5;13.1.0;12+;Games;38;5;17;1;0,487356962;;;;4070,893878;7,476424808
3339;896130944;Mercari: Shopping Marketplace to Buy & Sell Stuff;72579072;USD;0;24244;215;4;3.5;4.2.0;4+;Shopping;37;4;1;1;0,050604281;;;;1164,18929;2,138098892
3340;896150306;バーチャル高校野球;64545792;USD;0;0;0;0;0;3.1.6;4+;Sports;37;5;1;1;1,04309E-05;;;;1;0,001836556
3342;896890211;Remove Caption for Snapchat* Screenshots;41888768;USD;3,99;418;46;3;4;3.1.3;4+;Social Networking;37;0;1;1;0,000919939;;;;280,309167;0,514803498
3344;897003024;Mail Master by NetEase;127514624;USD;0;361;1;4;5;5.5.2;4+;Productivity;37;5;3;1;0,000780228;;;;142,2547546;0,261258831
3346;897062509;Memorado Brain Training for Memory & Mindfulness;149256192;USD;0;2067;108;5;5;5.1.0;4+;Education;37;5;26;1;0,004343411;;;;427,0358444;0,784275266
3347;897154382;Baby Airlines - Airport Adventures;106456064;USD;0;321;11;3,5;3.5;2.5;4+;Games;38;5;11;1;0,000694695;;;;117,609818;0,215997024
3348;897322501;わかる！算数 小学４年【上】 for iPad;53571584;USD;2,99;0;0;0;0;1.0;4+;Education;26;5;1;1;2,91438E-05;;;;2,140597888;0,003931328
3349;897331650;わかる！算数 小学４年【下】 for iPad;63221760;USD;2,99;0;0;0;0;1.0;4+;Education;26;5;1;1;2,91438E-05;;;;2,140597888;0,003931328
3350;897446215;Canva - Graphic Design & Photo Editing;126391296;USD;0;9114;337;4,5;5;2.3.0;4+;Photo & Video;37;5;17;1;0,01904258;;;;804,1400607;1,476848299
3351;897447840;宾果消消消 -赵丽颖代言;155480064;USD;0;12;9;5;5;4.2.0;4+;Games;40;5;1;1;5,63267E-05;;;;33,85795622;0,062182035
3352;897544254;Seashine;250017792;USD;0;2043;33;4,5;5;1.2.0;9+;Games;38;5;11;1;0,004291256;;;;380,7972537;0,699355503
3354;897880328;EOPAN;34338816;USD;0;0;0;0;0;2.2.0;4+;Photo & Video;37;1;2;1;1,04309E-05;;;;1;0,001836556
3355;898040123;Wheel of Fortune: Game Show Word Puzzles;245901312;USD;0;11876;52;4,5;4.5;3.25;4+;Games;38;5;1;1;0,024804588;;;;917,9240318;1,68581894
3356;898245825;Omnistat - System Status & Activity Monitor;4810752;USD;1,99;46;4;4;4.5;1.1.1;4+;Utilities;37;5;6;1;0,000135539;;;;93,62257633;0,17194311
3357;898346723;Color Keyboard Maker - Custom Themes & Emoji;121268224;USD;1,99;222;14;3,5;3.5;2.6.2;4+;Utilities;37;1;7;1;0,000500619;;;;178,7669487;0,328315522
3359;898611505;Fox Simulator;79949824;USD;1,99;503;503;3,5;3.5;1.0;9+;Games;43;5;1;1;0,001086833;;;;268,7509846;0,493576249
3360;898688373;ContactsBook for iPad;2370560;USD;1,99;1;1;5;5;1.2;4+;Utilities;24;5;2;1;4,58332E-05;;;;24,25622511;0,044547917
3361;898788946;Clipstro - auto strobe motion video creator;25996288;USD;3,99;12;0;3;0;3.1.5;4+;Photo & Video;38;1;12;1;7,29534E-05;;;;49,37441527;0,090678881
3362;898838405;Empires & Allies;145223680;USD;0;22902;102;4,5;4;1.38.1012249;12+;Games;38;5;13;1;0,047806724;;;;1274,675236;2,341012525
3363;898968647;Call of Duty®: Heroes;210842624;USD;0;179416;839;4,5;4.5;4.0.1;12+;Games;38;5;7;1;0,37432189;;;;3567,673949;6,5522332
3364;899003026;Colorburn - 1000 filters camera for photo & video;39219200;USD;0,99;1947;53;4,5;4.5;3.0.1;4+;Photo & Video;37;5;10;1;0,00409718;;;;542,7714933;0,996830274
3366;899193797;Daniel Tiger's Grr-ific Feelings;678635520;USD;2,99;108;1;3,5;5;1.5;4+;Education;24;5;1;1;0,000269054;;;;146,4751609;0,269009844
3367;899247664;TestFlight;5558272;USD;0;538;41;2,5;2;1.5;4+;Utilities;37;1;1;1;0,001143222;;;;111,1423149;0,204119092
3368;899277186;Trans4motor - Universal Engine Simulator;34856960;USD;2,99;19;15;4;4;2.1;4+;Education;40;5;2;1;8,54705E-05;;;;71,57520423;0,131451875
3369;899441948;Dr. Panda & Toto's Treehouse;163213312;USD;3,99;455;274;4,5;4.5;1.8;4+;Entertainment;40;5;21;1;0,001003386;;;;435,4026654;0,799641402
3370;899515785;Snowball Fight : Mini Game With Worldwide Multiplayer;93380608;USD;0,99;404;86;4;4;1.5;9+;Games;43;5;1;1;0,00087613;;;;219,6894538;0,403471997
3371;899538562;HONNE -本音が言える匿名つぶやき&チャットアプリ;61312000;USD;0;0;0;0;0;3.3.4;17+;Social Networking;37;0;1;1;1,04309E-05;;;;1;0,001836556
3372;899593829;Eagle Simulator;84611072;USD;0,99;1170;1170;4;4;1.0;9+;Games;43;5;1;1;0,002474138;;;;373,5598093;0,68606353
3373;899606169;Bullet Boy;156652544;USD;0;1697;195;4,5;4.5;1.1.2;4+;Games;38;5;1;1;0,003569441;;;;347,0740989;0,637421039
3374;899709775;Elephant Simulator;97153024;USD;0,99;181;181;4,5;4.5;1.0;9+;Games;43;5;1;1;0,000413;;;;165,9045313;0,304692972
3376;899997582;Simeji - Japanese Keyboard with Emoticons;137239552;USD;0;49;0;4;0;5.8.1;4+;Utilities;37;4;3;1;0,000129343;;;;52,86856317;0,09709608
3377;900333528;iMacro - Diet, Weight and Food Score Tracker;36675584;USD;4,99;360;160;4;4;3.1.2;4+;Health & Fitness;37;5;1;1;0,000809372;;;;380,2339216;0,698320912
3378;900404152;Extreme Landings Pro;966167552;USD;29,99;647;44;4,5;4.5;3.4.0;4+;Games;38;5;8;1;0,001566653;;;;1417,139919;2,602656902
3380;900721327;EA SPORTS™ UFC®;985080832;USD;0;19354;408;4,5;4.5;1.9.3;12+;Games;38;5;10;1;0,040404984;;;;1171,790438;2,152058826
3381;900837187;U Compass ( North, South, East and West );4199424;USD;0;0;0;0;0;2.7;4+;Utilities;40;3;3;1;1,04309E-05;;;;1;0,001836556
3383;901500107;Smart Baby Touch HD - Amazing sounds in toddler flashcards of animals, vehicles, musical instruments and much more;150765568;USD;2,99;512;236;4,5;4.5;2.5;4+;Education;40;5;2;1;0,00111604;;;;408,3637065;0,749982839
3384;901722848;Find my Fitbit - Finder app for lost fitbits;23547904;USD;5,99;2007;116;4;4.5;2.6.2;4+;Health & Fitness;37;5;1;1;0,004251556;;;;976,2404677;1,792920344
3387;901787752;Knights of Pen & Paper 2;441925632;USD;0;790;37;4;3;2.5.59;12+;Games;37;5;1;1;0,001675196;;;;210,2813455;0,386193479
3388;901999406;The LEGO® Movie Video Game;1177923584;USD;4,99;484;368;4;4;1.5;4+;Games;38;5;1;1;0,001068058;;;;440,7254471;0,809416989
3389;902026228;PNP 2016 Portable North Pole—Create Santa Videos;56075264;USD;0;4650;44;4,5;5;3.0.9;4+;Entertainment;37;4;6;1;0,009729907;;;;574,4160043;1,054947192
3390;902062673;Desert Golfing;1259520;USD;1,99;1362;209;4,5;4.5;1.12;4+;Games;40;4;1;1;0,002883027;;;;567,9635217;1,043096846
3392;902585800;Sofia the First Color and Play;335961088;USD;4,99;75;7;3;4.5;1.4;4+;Entertainment;38;5;10;1;0,000210641;;;;131,9977528;0,242421272
3393;902720170;Guess The Song - New music quiz!;43749376;USD;0;4050;2938;4,5;4.5;1.03;4+;Games;40;3;1;1;0,008478204;;;;536,0860219;0,984552031
3395;903033050;Safari Simulator: Lion;88043520;USD;1,99;391;391;4;4;1.0;9+;Games;43;5;1;1;0,000855268;;;;270,3800802;0,496568174
3396;903183877;Pako - Car Chase Simulator;166803456;USD;1,99;5115;194;4,5;4.5;1.18;9+;Games;40;5;1;1;0,010712432;;;;1100,367572;2,02088673
3398;903418970;My Newborn Baby - Mommy & Baby Care;102180864;USD;0;570;10;3,5;4;1.8;4+;Games;38;5;11;1;0,001214152;;;;156,6151232;0,287632453
3399;903799541;Free QR Code Reader & Barcode Scanner for iPhone;5851136;USD;0;7343;1680;4,5;4.5;0.13;4+;Utilities;38;5;16;1;0,015347969;;;;721,8046839;1,325634764
3400;903911740;Forks Over Knives - Healthy Recipes & Easy Meals;107174912;USD;4,99;756;144;5;4.5;1.300;4+;Food & Drink;37;0;1;1;0,001639669;;;;691,547085;1,270064988
3401;903954182;Prop Hunt;158244864;USD;0;1728;878;4;4;1.025b;9+;Games;43;5;1;1;0,003632026;;;;310,8923259;0,570971184
3402;904013027;Galaxy Trucker;187704320;USD;4,99;901;12;5;5;2.2.13;9+;Games;24;5;1;1;0,001942164;;;;754,8785484;1,38637677
3403;904052407;Hopper - Predict, Watch & Book Flights;96394240;USD;0;6944;88;4,5;4;3.6.3;4+;Travel;37;0;1;1;0,014515587;;;;701,9230221;1,289120978
3405;904207373;Lines the Game;32642048;USD;2,99;563;39;4,5;4.5;1.0.3;4+;Games;43;5;1;1;0,001222434;;;;428,1816057;0,786379521
3406;904209370;B612 - Trendy Filters, Selfiegenic Camera;81220608;USD;0;2275;207;4,5;4.5;5.5.1;4+;Photo & Video;37;5;21;1;0,004775248;;;;401,8273477;0,737978449
3407;904223061;Troll Face Quest Video Memes;61993984;USD;0;3770;2736;4,5;4.5;1.3.0;12+;Games;38;5;16;1;0,007894076;;;;517,2275246;0,949917343
3408;904239552;Hero Simulator: clicker game and idle adventure;44328960;USD;0;1182;57;4;4;1.7.4;4+;Games;37;5;1;1;0,002492976;;;;257,1608649;0,472290344
3409;904278510;Hitman Sniper;1156409344;USD;0,99;8452;41;4,5;4.5;2.1.12;17+;Games;37;4;11;1;0,01766773;;;;1130,649483;2,076501156
3410;904418768;Google Street View;95927296;USD;0;1450;48;4;4;2.9.0;4+;Travel;37;0;32;1;0,00305207;;;;284,8040833;0,523058664
3411;904481505;Wildlife Simulator: Shark;79527936;USD;1,99;369;369;3,5;3.5;1.0;9+;Games;43;5;1;1;0,000807286;;;;230,269097;0,422902105
3412;904737541;Kingdom Rush Origins HD;567183360;USD;4,99;6209;864;5;4.5;1.8.2;9+;Games;24;5;1;1;0,013015566;;;;1980,704168;3,637674236
3413;904737816;Kingdom Rush Origins;278003712;USD;2,99;3898;796;5;5;1.8.2;9+;Games;38;0;1;1;0,008181905;;;;1255,164863;2,305180632
3415;904923517;Time tracker and Invoice - TimeTrack;52760576;USD;2,99;169;5;4,5;5;4.0.1;4+;Business;37;5;9;1;0,000400482;;;;235,0785023;0,431734847
3416;904940613;ニート勇者３ -闇の側の者たち- 無料ロールプレイングゲームRPG;43892736;USD;0;0;0;0;0;1.0.2;9+;Games;40;5;1;1;1,04309E-05;;;;1;0,001836556
3417;905060486;Inbox by Gmail;219122688;USD;0;21561;373;4,5;4.5;1.3.170423;4+;Productivity;37;4;63;1;0,045009167;;;;1236,795461;2,271444195
3418;905121703;Sir Match-a-Lot – Match 3 Puzzle Game;125194240;USD;0;1546;116;4,5;4.5;1.15.0;9+;Games;37;5;10;1;0,003254429;;;;331,2825182;0,608418915
3419;905488045;Goblin Sword;34040832;USD;1,99;1983;306;4,5;4.5;2.5.2;9+;Games;40;5;4;1;0,00417854;;;;685,2410145;1,258483536
3420;905729701;Jurassic Life: Velociraptor Dinosaur Simulator;92622848;USD;0,99;450;401;4,5;4.5;1.1;9+;Games;43;5;1;1;0,00097418;;;;261,1625045;0,47963958
3422;905852173;aa;11337728;USD;0;158845;112;4,5;4;1.5.3;4+;Games;37;4;1;1;0,33140724;;;;3356,923956;6,165179025
3423;905921908;Daddy Long Legs;87174144;USD;0;76622;55;4,5;4.5;3.12.0;4+;Games;38;5;1;1;0,159875898;;;;2331,486675;4,281905975
3424;905922947;Fragment's Note -After Stories-;569876480;USD;2,99;0;0;0;0;1.0.2;4+;Games;40;5;1;1;2,91438E-05;;;;2,140597888;0,003931328
3425;905995602;Easy Lock Pro - Lock Screen Wallpaper;41463808;USD;2,99;888;156;4,5;3.5;2.0;4+;Photo & Video;38;0;1;1;0,00190044;;;;537,5753359;0,987287239
3427;906287108;Monster Strike;122131456;USD;0;1381;32;3,5;4;8.2.3;4+;Games;37;5;3;1;0,002906038;;;;243,6518222;0,44748023
3429;906388170;StageCameraPro - Manners video and photo;3661824;USD;1,99;0;0;0;0;2.5.0;4+;Photo & Video;35;0;2;1;2,28853E-05;;;;1,826497801;0,003354466
3433;906681058;vente-privee;103776256;USD;0;0;0;0;0;2.9.3;12+;Shopping;37;4;6;1;1,04309E-05;;;;1;0,001836556
3434;906826053;Ember;2796380160;USD;9,99;260;35;4;4;1.043;9+;Games;25;5;1;1;0,000632048;;;;451,4207208;0,829059459
3436;906936224;快看漫画;63058944;USD;0;1647;225;5;5;4.1.1;17+;Book;38;4;2;1;0,003467218;;;;381,2129686;0,700118987
3437;906995758;小猿搜题-中小学拍照搜题作业帮手;77407232;USD;0;31;0;4,5;0;5.4.0;4+;Education;37;0;1;1;9,38778E-05;;;;47,64620895;0,087504934
3438;907002334;豆瓣;109557760;USD;0;407;0;3,5;0;4.18.1;12+;Social Networking;37;5;2;1;0,000874106;;;;132,3871167;0,243136361
3439;907159478;Cycloramic for iPhone SE/5/5S;24351744;USD;1,99;346;6;2,5;2;2.03;4+;Photo & Video;37;3;11;1;0,000755132;;;;162,8804447;0,299139067
3440;907174449;Blaze and the Monster Machines - Racing Game HD;532379648;USD;6,99;251;10;3;3.5;6.0;4+;Education;24;5;1;1;0,000590324;;;;281,6281019;0,517225796
3441;907210971;Blaze and the Monster Machines - Racing Game;532707328;USD;3,99;56;1;2,5;3;6.0;4+;Education;38;0;1;1;0,000162659;;;;87,4939016;0,160687455
3442;907239855;Run!!!;75441152;USD;0;7891;1134;4,5;4.5;1.11.4;4+;Games;37;5;1;1;0,016491192;;;;748,2503009;1,374203622
3445;907405413;Video & TV Cast for Chromecast: Best Browser to cast and stream webvideos and local videos on TV & Displays;9646080;USD;0;5676;4694;4;4;1.8;17+;Photo & Video;38;5;1;1;0,011868234;;;;563,3417681;1,034608736
3446;907407546;MLB Manager 2016;180300800;USD;4,99;284;160;4;4;6.1.23;12+;Games;37;5;1;1;0,000650823;;;;337,8467051;0,620474413
3447;907470416;Paper Girl - Morning Madness Adventures;94368768;USD;0;274;33;3,5;3;1.7;4+;Games;38;5;11;1;0,000596645;;;;108,6880981;0,199611785
3448;907759227;Star Walk for Kids: Learning Astronomy and Space;171140096;USD;2,99;80;0;3,5;0;2.0.4;4+;Education;37;5;11;1;0,000210641;;;;126,2679833;0,23189823
3449;908071717;Show My Homework;83624960;USD;0;17;0;3,5;0;3.7.2;4+;Education;37;5;1;1;6,0499E-05;;;;27,80685644;0,051068851
3450;908073488;The Ensign;15657984;USD;0,99;968;177;4,5;4.5;1.55;12+;Games;38;1;1;1;0,002054817;;;;382,8110298;0,703053915
3452;908384544;Witches' Legacy: Hunter and the Hunted HD - Hidden Objects, Adventure & Magic (Full);1612120064;USD;6,99;18;18;4,5;4.5;1.0.2;9+;Games;24;5;5;1;0,000110505;;;;115,141237;0,211463336
3453;908456072;Fireboy & Watergirl 2 - The Forest Temple;51855360;USD;0,99;56;56;2;2;1.0;4+;Games;38;5;1;1;0,000141797;;;;43,52193422;0,079930472
3454;908511009;Wildlife Simulator: Crocodile;86482944;USD;1,99;333;333;4,5;4.5;1.0;9+;Games;43;5;1;1;0,000736356;;;;281,1549596;0,516356844
3455;908519492;Swift Playgrounds;254489600;USD;0;578;59;4;3.5;1.2;4+;Education;16;5;6;1;0,001232928;;;;179,9085434;0,330412125
3457;908842747;Themeboard;52408320;USD;0;704;87;3;2.5;1.2.2;4+;Utilities;37;4;1;1;0,001491613;;;;150,1998668;0,275850475
3458;908989995;Bruh-Button;52343808;USD;0;17487;157;5;4;2.1;17+;Entertainment;37;5;1;1;0,036512187;;;;1241,821387;2,280674591
3459;909087462;Ideas for Elves — The Elf on the Shelf®;109601792;USD;0;333;49;4,5;4.5;1.3.0;4+;Entertainment;37;5;1;1;0,000723902;;;;153,9311788;0,282703239
3460;909110675;Dr. Seuss Treasury — 50 best kids books;100943872;USD;0;451;31;4,5;4.5;1.8.3;4+;Book;37;4;1;1;0,00097007;;;;179,0698951;0,328871901
3461;909170492;Digimon Heroes!;176620544;USD;0;3144;65;4,5;4.5;1.0.45;9+;Games;38;5;1;1;0,006588132;;;;472,3497467;0,867496788
3462;909195466;Last Voyage;318521344;USD;1,99;805;163;4;4.5;2.0.1;4+;Games;38;5;1;1;0,001718943;;;;387,7030164;0,712038323
3463;909196467;Homido 360 VR player;58593280;USD;0;100;71;3,5;3.5;2.0;17+;Photo & Video;38;5;1;1;0,000233651;;;;65,86828093;0,12097079
3464;909254807;PDF Markup Ultimate - Annotate PDFs and Web Pages;108191744;USD;9,99;541;21;4,5;4.5;6.9.1;17+;Productivity;37;5;13;1;0,001220348;;;;732,8274624;1,345878715
3465;909319292;Google Calendar – Make the most of every day;148507648;USD;0;7656;12;4;4;2.2.0;4+;Productivity;37;5;33;1;0,015998855;;;;654,2471342;1,201561537
3466;909349642;WWE 2K;1254719488;USD;7,99;1810;1112;4;4;1.1;12+;Games;38;5;7;1;0,003853098;;;;1064,730172;1,955436646
3467;909351158;My Talking Angela;398783488;USD;0;54549;404;4,5;4.5;3.1.1;4+;Games;38;5;13;1;0,113827817;;;;1967,210072;3,612891573
3468;909400466;Pyware 3D Viewer;82898944;USD;2,99;10;2;3,5;4.5;1.0.5;4+;Music;38;5;1;1;6,46088E-05;;;;46,53150264;0,085457713
3469;909434792;My College Bookstore;8933376;USD;0;225;2;2,5;3;2.4.2;4+;Shopping;37;0;1;1;0,00049025;;;;71,96797369;0,132173218
3470;909472985;Icewind Dale: Enhanced Edition;2323812352;USD;9,99;177;73;4;4;1.4.0;12+;Games;43;5;1;1;0,000458895;;;;372,7959945;0,684660742
3471;909480609;Rival Stars Basketball;112316416;USD;0;4383;105;4,5;4.5;2.9;4+;Games;38;5;24;1;0,009172899;;;;557,6845777;1,024218989
3473;909587083;Mail Master Pro by NetEase;118506496;USD;1,99;36;1;4;5;5.4.3;4+;Productivity;37;5;3;1;0,000114677;;;;83,06776413;0,152558605
3474;909730184;Leap of Fate;999398400;USD;3,99;280;280;4,5;4.5;1.0;12+;Games;38;5;1;1;0,000638306;;;;341,7919438;0,627720064
3475;909904428;Real Razor (Prank);8322048;USD;0;220;25;3;2.5;1.6;4+;Entertainment;38;0;5;1;0,000481906;;;;84,09518417;0,15444552
3476;909911026;Maps Pro For Minecraft PE;7331840;USD;2,99;768;696;2,5;2.5;1.21;4+;Games;40;5;1;1;0,001641755;;;;284,173331;0,521900252
3477;910076264;Plug & Play;272482304;USD;2,99;238;166;4;4;1.1.1;9+;Games;40;4;1;1;0,000542342;;;;247,4266918;0,45441299
3478;910159225;Yoga Break;98542592;USD;2,99;45;14;4,5;4.5;1.3;4+;Health & Fitness;40;5;1;1;0,000141797;;;;122,283362;0,224580249
3479;910208432;Boom Boom Football;173314048;USD;0;2048;878;4;4;1.2;9+;Games;38;5;1;1;0,004299601;;;;338,4414013;0,621566606
3480;910398892;ピタゴラパブロフ;185879552;USD;0;0;0;0;0;1.1.16;4+;Games;38;5;1;1;1,04309E-05;;;;1;0,001836556
3481;910513149;全民K歌;119202816;USD;0;441;10;4,5;4.5;3.9.5;12+;Entertainment;38;5;3;1;0,000949208;;;;177,0779545;0,32521359
3482;910559026;Close5 - Buy & Sell Stuff Locally;62879744;USD;0;5010;60;4;4;2.10.0;17+;Shopping;37;0;1;1;0,010478843;;;;529,2668664;0,972028269
3483;910608607;The Voice Official App on NBC;23755776;USD;0;3327;1355;4,5;4.5;3.3.0;4+;Entertainment;37;5;1;1;0,006969902;;;;485,8978984;0,892378728
3484;910738761;The Maze Runner ™;261382144;USD;0;3370;636;4;4.5;1.8.3;12+;Games;43;5;1;1;0,007057521;;;;434,1020949;0,797252832
3485;910908367;Webcams Viewer - Live Video Surveillance IP Cams;13913088;USD;0;130;18;3;2.5;1.1;4+;Entertainment;25;5;1;1;0,00029415;;;;64,74565622;0,118909027
3486;911006986;Banner Saga;2030561280;USD;9,99;1276;19;4,5;4;1.06;12+;Games;37;5;7;1;0,002753685;;;;1124,857585;2,065864012
3487;911107930;Clicker Heroes;90272768;USD;0;7495;435;4,5;4.5;2.3.2;9+;Games;40;5;11;1;0,015665068;;;;729,236085;1,339282949
3488;911115712;Nick Jr.;85286912;USD;0;1541;16;3,5;3.5;2.3.2;4+;Education;37;5;1;1;0,003239826;;;;257,3699446;0,472674331
3489;911130812;SNKRS;79418368;USD;0;12298;813;4,5;5;2.7.0;4+;Shopping;37;0;1;1;0,025684953;;;;934,0890104;1,71550683
3490;911138230;Fullscreen;108388352;USD;0;894;10;3,5;3;1.5.4;12+;Entertainment;37;5;1;1;0,001890072;;;;196,0772286;0,360106822
3491;911156590;Adobe Illustrator Draw;107823104;USD;0;3215;100;4,5;4.5;4.1.1;4+;Productivity;37;5;18;1;0,00673625;;;;477,6517595;0,877234232
